Num,EUI-M,EUI,Device,Date,Time,Status,Description
0001,025354,1B387CE356,2506V1.0,2026-05-21,14:21:16,Repaired,Ok_was_on_2026-05-21_12:35:42,Defected_was_on_2026-05-21_13:01:34
